0	0.016392
1	0.015131
2	0.015270
0	0.014846
1	0.014906
2	0.014987
0	0.016688
1	0.015383
2	0.015037
0	0.017818
1	0.014989
2	0.015045
0	0.017163
1	0.014850
2	0.014926
0	0.018013
1	0.014971
2	0.014926
0	0.015421
1	0.015549
2	0.015229
0	0.015418
1	0.014684
2	0.014787
0	0.015588
1	0.015022
2	0.014535
0	0.015774
1	0.014190
2	0.014429
0	0.016945
1	0.014019
2	0.014103
0	0.015969
1	0.014076
2	0.013841
0	0.015631
1	0.014429
2	0.013310
0	0.015540
1	0.024398
2	0.017236
0	0.014741
1	0.026592
2	0.017245
0	0.014755
1	0.026325
2	0.017186
0	0.015541
1	0.027584
2	0.018016
0	0.015947
1	0.026697
2	0.016927
0	0.017072
1	0.029166
2	0.018789
0	0.016976
1	0.027195
2	0.018507
0	0.016671
1	0.027484
2	0.028878
0	0.017317
1	0.015837
2	0.014662
0	0.017127
1	0.016424
2	0.013856
0	0.016890
1	0.014518
2	0.013715
0	0.016451
1	0.017790
2	0.014179
0	0.016791
1	0.014222
2	0.014215
0	0.017809
1	0.013551
2	0.013702
0	0.017290
1	0.013389
2	0.013210
0	0.018270
1	0.013722
2	0.014025
0	0.018425
1	0.013664
2	0.013642
0	0.017913
1	0.014109
2	0.013629
0	0.017040
1	0.012649
2	0.012958
0	0.016799
1	0.012076
2	0.011638
0	0.016871
1	0.013118
2	0.012673
0	0.015288
1	0.023577
2	0.020316
0	0.016207
1	0.016929
2	0.017782
0	0.018693
1	0.016446
2	0.017413
0	0.018905
1	0.014345
2	0.018508
0	0.018093
1	0.014584
2	0.019372
0	0.017178
1	0.013600
2	0.019408
0	0.016619
1	0.014583
2	0.018168
0	0.016581
1	0.017670
2	0.015378
0	0.016260
1	0.016340
2	0.015623
0	0.016338
1	0.016606
2	0.017794
0	0.016987
1	0.017777
2	0.019433
0	0.019126
1	0.023825
2	0.020093
0	0.018595
1	0.023147
2	0.017022
0	0.026040
1	0.025397
2	0.017299
0	0.017928
1	0.021911
2	0.018393
0	0.018414
1	0.011019
2	0.011054
0	0.016653
1	0.011040
2	0.011168
0	0.016747
1	0.010961
2	0.011360
0	0.016554
1	0.011022
2	0.011283
0	0.016776
1	0.014243
2	0.011736
0	0.016785
1	0.020277
2	0.023868
0	0.016767
1	0.016412
2	0.012764
0	0.044156
1	0.036160
2	0.034874
0	0.041843
1	0.039021
2	0.036201
0	0.022760
1	0.019780
2	0.019777
0	0.022551
1	0.017559
2	0.017494
0	0.022426
1	0.017169
2	0.017675
0	0.022103
1	0.018312
2	0.017759
0	0.022593
1	0.022047
2	0.022123
0	0.021974
1	0.019370
2	0.019498
0	0.022881
1	0.018183
2	0.019244
0	0.025198
1	0.019231
2	0.019780
